student_id,course_code,comment,sentiment
100536,DS100,I found the course very well organised. I would recommend it to next year's cohort. Assessment deadlines clustered in week 10.,positive
100537,DS100,The lectures were genuinely excellent. The capstone was the best part. The reading list was long.,positive
100539,DS100,Week to week the course felt not clear at all. The statistics section needed more time. The module ran on Tuesday mornings.,negative
100540,DS100,Week to week the course felt the best this term. Feedback on assignments was fast and useful. The dataset used in labs was helpful.,positive
100541,DS100,The material was really engaging. The pace was about right for me. The dataset used in labs was helpful.,positive
100545,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100546,DS100,Overall the module was clear and well paced. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100547,DS100,Overall the module was not well structured. The statistics section needed more time. Assessment deadlines clustered in week 10.,negative
100548,DS100,The lectures were clear. The capstone was the best part. Rooms were sometimes too small.,positive
100549,DS100,Overall the module was far too fast. I struggled to keep up after week 6. Recordings appeared a few days late.,negative
100550,DS100,Teaching on this course was far too fast. I never understood the modelling week. The dataset used in labs was helpful.,negative
100551,DS100,The material was genuinely excellent. The capstone was the best part. Recordings appeared a few days late.,positive
100553,DS100,Teaching on this course was clear. The worked examples helped a lot. The reading list was long.,positive
100554,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100555,DS100,Overall the module was clear and well paced. I would recommend it to next year's cohort. The reading list was long.,positive
100556,DS100,Week to week the course felt disconnected from the labs. More worked examples would help. Attendance was taken every week.,positive
100557,DS100,The material was rushed at the end. The statistics section needed more time. Rooms were sometimes too small.,negative
100561,DS100,The lab sessions were very well organised. The worked examples helped a lot. The dataset used in labs was helpful.,positive
100563,DS100,The material was clear and well paced. I would recommend it to next year's cohort. Attendance was taken every week.,positive
100564,DS100,I found the course the best this term. Feedback on assignments was fast and useful. Rooms were sometimes too small.,positive
100565,DS100,The lectures were clear and well paced. The pace was about right for me. The dataset used in labs was helpful.,positive
100566,DS100,The lab sessions were the best this term. The worked examples helped a lot. Recordings appeared a few days late.,positive
100567,DS100,I found the course hard to follow. More worked examples would help. Assessment deadlines clustered in week 10.,negative
100568,DS100,I found the course the best this term. The pace was about right for me. Assessment deadlines clustered in week 10.,positive
100569,DS100,The material was not clear at all. The pace was not right for me. The module ran on Tuesday mornings.,negative
100570,DS100,I found the course really engaging. The worked examples helped a lot. The dataset used in labs was helpful.,positive
100571,DS100,Teaching on this course was well structured. The worked examples helped a lot. Recordings appeared a few days late.,negative
100573,DS100,Week to week the course felt poorly organised. I struggled to keep up after week 6. The reading list was long.,negative
100574,DS100,The lab sessions were rushed at the end. I never understood the modelling week. The module ran on Tuesday mornings.,negative
100575,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100576,DS100,Week to week the course felt rushed at the end. More worked examples would help. Attendance was taken every week.,negative
100579,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100580,DS100,The lab sessions were very well organised. The capstone was the best part. The reading list was long.,positive
100581,DS100,The lectures were genuinely excellent. The capstone was the best part. Attendance was taken every week.,negative
100582,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100584,DS100,Teaching on this course was disconnected from the labs. I never understood the modelling week. Attendance was taken every week.,negative
100585,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100587,DS100,The lab sessions were disconnected from the labs. I never understood the modelling week. Assessment deadlines clustered in week 10.,negative
100588,DS100,I found the course poorly organised. The pace was not right for me. The reading list was long.,negative
100590,DS100,I found the course very well organised. The pace was about right for me. Assessment deadlines clustered in week 10.,positive
100593,DS100,I found the course far too fast. More worked examples would help. Rooms were sometimes too small.,negative
100595,DS100,Teaching on this course was really engaging. The worked examples helped a lot. Recordings appeared a few days late.,positive
100597,DS100,Overall the module was not clear at all. The statistics section needed more time. Attendance was taken every week.,negative
100599,DS100,I found the course clear and well paced. Feedback on assignments was fast and useful. The reading list was long.,negative
100600,DS100,The lectures were disconnected from the labs. I never understood the modelling week. Attendance was taken every week.,negative
100601,DS100,I found the course hard to follow. I struggled to keep up after week 6. Attendance was taken every week.,negative
100602,DS100,The lectures were poorly organised. I struggled to keep up after week 6. Attendance was taken every week.,negative
100603,DS100,The lectures were the best this term. The capstone was the best part. The dataset used in labs was helpful.,positive
100605,DS100,The material was really engaging. The pace was about right for me. Rooms were sometimes too small.,positive
100610,DS100,The lectures were poorly organised. The statistics section needed more time. The reading list was long.,negative
100611,DS100,Teaching on this course was not well structured. The statistics section needed more time. The reading list was long.,negative
100612,DS100,Overall the module was disconnected from the labs. I struggled to keep up after week 6. Recordings appeared a few days late.,negative
100615,DS100,Overall the module was clear. The capstone was the best part. Assessment deadlines clustered in week 10.,positive
100616,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100617,DS100,"Well organised, though I struggled to keep up after week 6. The worked examples helped a lot.",positive
100618,DS100,"Well organised, though I struggled to keep up after week 6. The worked examples helped a lot.",positive
100620,DS100,The material was clear. Feedback on assignments was fast and useful. Rooms were sometimes too small.,positive
100622,DS100,Overall the module was very well organised. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100623,DS100,Overall the module was rushed at the end. I never understood the modelling week. Assessment deadlines clustered in week 10.,negative
100625,DS100,I found the course well structured. The pace was about right for me. Recordings appeared a few days late.,negative
100626,DS100,I found the course hard to follow. The statistics section needed more time. Recordings appeared a few days late.,negative
100627,DS100,The lectures were hard to follow. I struggled to keep up after week 6. The reading list was long.,negative
100628,DS100,Teaching on this course was very well organised. I would recommend it to next year's cohort. Attendance was taken every week.,positive
100629,DS100,Week to week the course felt far too fast. I never understood the modelling week. The dataset used in labs was helpful.,negative
100630,DS100,The lab sessions were well structured. I would recommend it to next year's cohort. The dataset used in labs was helpful.,positive
100631,DS100,Week to week the course felt the best this term. The worked examples helped a lot. The module ran on Tuesday mornings.,positive
100632,DS100,The material was rushed at the end. More worked examples would help. The reading list was long.,negative
100634,DS100,The material was very well organised. The pace was about right for me. The dataset used in labs was helpful.,positive
100635,DS100,The lectures were really engaging. The pace was about right for me. The dataset used in labs was helpful.,positive
100636,DS100,Week to week the course felt genuinely excellent. The worked examples helped a lot. Recordings appeared a few days late.,positive
100640,DS100,Week to week the course felt rushed at the end. I never understood the modelling week. The dataset used in labs was helpful.,negative
100641,DS100,I found the course rushed at the end. I struggled to keep up after week 6. The reading list was long.,negative
100643,DS100,Teaching on this course was not clear at all. More worked examples would help. Assessment deadlines clustered in week 10.,positive
100645,DS100,Overall the module was genuinely excellent. The capstone was the best part. Attendance was taken every week.,positive
100646,DS100,The lectures were poorly organised. The statistics section needed more time. Recordings appeared a few days late.,negative
100647,DS100,I found the course genuinely excellent. The pace was about right for me. Recordings appeared a few days late.,positive
100649,DS100,The material was really engaging. The pace was about right for me. Recordings appeared a few days late.,positive
100651,DS100,The material was really engaging. Feedback on assignments was fast and useful. Recordings appeared a few days late.,negative
100652,DS100,Teaching on this course was really engaging. Feedback on assignments was fast and useful. The dataset used in labs was helpful.,positive
100653,DS100,The lectures were disconnected from the labs. More worked examples would help. The dataset used in labs was helpful.,negative
100655,DS100,Teaching on this course was far too fast. I struggled to keep up after week 6. The module ran on Tuesday mornings.,negative
100657,DS100,Overall the module was really engaging. I would recommend it to next year's cohort. The reading list was long.,positive
100658,DS100,Teaching on this course was genuinely excellent. I would recommend it to next year's cohort. Attendance was taken every week.,negative
100659,DS100,The lab sessions were the best this term. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100661,DS100,Week to week the course felt not clear at all. I never understood the modelling week. The module ran on Tuesday mornings.,negative
100662,DS100,I found the course genuinely excellent. The worked examples helped a lot. The module ran on Tuesday mornings.,positive
100664,DS100,Week to week the course felt hard to follow. I struggled to keep up after week 6. Attendance was taken every week.,negative
100665,DS100,The material was clear and well paced. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100666,DS100,The lab sessions were hard to follow. I struggled to keep up after week 6. Recordings appeared a few days late.,negative
100667,DS100,Week to week the course felt rushed at the end. The pace was not right for me. Assessment deadlines clustered in week 10.,negative
100668,DS100,The lectures were not well structured. I struggled to keep up after week 6. The module ran on Tuesday mornings.,positive
100669,DS100,The lectures were poorly organised. I never understood the modelling week. The reading list was long.,negative
100670,DS100,The lab sessions were well structured. Feedback on assignments was fast and useful. The module ran on Tuesday mornings.,positive
100672,DS100,I found the course clear and well paced. The capstone was the best part. Assessment deadlines clustered in week 10.,positive
100673,DS100,Overall the module was very well organised. The capstone was the best part. Recordings appeared a few days late.,positive
100674,DS100,Overall the module was well structured. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100675,DS100,The material was not well structured. The statistics section needed more time. The reading list was long.,negative
100677,DS100,The lab sessions were not well structured. I struggled to keep up after week 6. The reading list was long.,negative
100678,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100679,DS100,The material was rushed at the end. I struggled to keep up after week 6. The module ran on Tuesday mornings.,negative
100682,DS100,Overall the module was well structured. The pace was about right for me. Rooms were sometimes too small.,positive
100683,DS100,"Well organised, though I struggled to keep up after week 6. The worked examples helped a lot.",positive
100684,DS100,The material was poorly organised. The pace was not right for me. The dataset used in labs was helpful.,negative
100685,DS100,The lab sessions were genuinely excellent. Feedback on assignments was fast and useful. The module ran on Tuesday mornings.,positive
100687,DS100,Teaching on this course was really engaging. The capstone was the best part. Attendance was taken every week.,positive
100688,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100689,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100691,DS100,Week to week the course felt poorly organised. The statistics section needed more time. Attendance was taken every week.,negative
100694,DS100,Teaching on this course was not clear at all. The pace was not right for me. The reading list was long.,negative
100695,DS100,The lectures were the best this term. The worked examples helped a lot. Recordings appeared a few days late.,positive
100696,DS100,Teaching on this course was far too fast. I never understood the modelling week. Recordings appeared a few days late.,negative
100699,DS100,The material was really engaging. Feedback on assignments was fast and useful. Attendance was taken every week.,positive
100701,DS100,The material was rushed at the end. I struggled to keep up after week 6. Rooms were sometimes too small.,negative
100703,DS100,The lectures were poorly organised. I never understood the modelling week. Recordings appeared a few days late.,negative
100705,DS100,Teaching on this course was genuinely excellent. I would recommend it to next year's cohort. The reading list was long.,positive
100707,DS100,Week to week the course felt hard to follow. I never understood the modelling week. Recordings appeared a few days late.,negative
100708,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100709,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100710,DS100,The lectures were not well structured. I struggled to keep up after week 6. Rooms were sometimes too small.,negative
100714,DS100,Week to week the course felt disconnected from the labs. More worked examples would help. The reading list was long.,negative
100715,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100717,DS100,Overall the module was the best this term. I would recommend it to next year's cohort. Rooms were sometimes too small.,positive
100718,DS100,Overall the module was rushed at the end. More worked examples would help. The dataset used in labs was helpful.,negative
100719,DS100,Week to week the course felt rushed at the end. The statistics section needed more time. The reading list was long.,negative
100720,DS100,I found the course really engaging. Feedback on assignments was fast and useful. The reading list was long.,positive
100723,DS100,The material was hard to follow. More worked examples would help. Attendance was taken every week.,negative
100727,DS100,The lectures were really engaging. The worked examples helped a lot. The reading list was long.,positive
100728,DS100,The lectures were hard to follow. The pace was not right for me. Assessment deadlines clustered in week 10.,negative
100730,DS100,Overall the module was poorly organised. The pace was not right for me. The reading list was long.,negative
100731,DS100,Overall the module was clear. The pace was about right for me. Recordings appeared a few days late.,positive
100732,DS100,The lab sessions were the best this term. The pace was about right for me. The dataset used in labs was helpful.,positive
100733,DS100,The lectures were the best this term. Feedback on assignments was fast and useful. The dataset used in labs was helpful.,positive
100738,DS100,I found the course very well organised. The worked examples helped a lot. Recordings appeared a few days late.,positive
100741,DS100,Teaching on this course was clear and well paced. Feedback on assignments was fast and useful. The reading list was long.,positive
100742,DS100,Teaching on this course was not well structured. I struggled to keep up after week 6. Recordings appeared a few days late.,negative
100743,DS100,The material was very well organised. I would recommend it to next year's cohort. The dataset used in labs was helpful.,positive
100745,DS100,I found the course poorly organised. The pace was not right for me. The reading list was long.,negative
100746,DS100,Week to week the course felt hard to follow. More worked examples would help. The reading list was long.,negative
100748,DS100,Overall the module was far too fast. I never understood the modelling week. Rooms were sometimes too small.,positive
100750,DS100,Teaching on this course was not clear at all. The pace was not right for me. Attendance was taken every week.,negative
100752,DS100,The material was hard to follow. I never understood the modelling week. Assessment deadlines clustered in week 10.,negative
100753,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100754,DS100,Week to week the course felt hard to follow. The pace was not right for me. The reading list was long.,negative
100755,DS100,Week to week the course felt well structured. I would recommend it to next year's cohort. Rooms were sometimes too small.,positive
100756,DS100,I found the course hard to follow. The pace was not right for me. The module ran on Tuesday mornings.,negative
100757,DS100,Really engaging lecturer. The course itself was poorly organised.,negative
100758,DS100,Week to week the course felt genuinely excellent. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100760,DS100,The material was the best this term. I would recommend it to next year's cohort. The reading list was long.,positive
100761,DS100,"Well organised, though I struggled to keep up after week 6. The worked examples helped a lot.",positive
100762,DS100,Overall the module was clear and well paced. The pace was about right for me. Attendance was taken every week.,positive
100763,DS100,I found the course well structured. The capstone was the best part. Rooms were sometimes too small.,positive
100768,DS100,Week to week the course felt disconnected from the labs. The statistics section needed more time. Recordings appeared a few days late.,negative
100770,DS100,Week to week the course felt rushed at the end. I never understood the modelling week. Recordings appeared a few days late.,negative
100772,DS100,The material was not clear at all. The pace was not right for me. Rooms were sometimes too small.,negative
100773,DS100,Overall the module was clear and well paced. The pace was about right for me. Rooms were sometimes too small.,positive
100774,DS100,Week to week the course felt rushed at the end. I never understood the modelling week. Attendance was taken every week.,negative
100775,DS100,The material was the best this term. The pace was about right for me. Recordings appeared a few days late.,positive
100778,DS100,The lectures were far too fast. More worked examples would help. Recordings appeared a few days late.,negative
100779,DS100,The lectures were not clear at all. I struggled to keep up after week 6. Attendance was taken every week.,negative
100781,DS100,The material was really engaging. The pace was about right for me. The dataset used in labs was helpful.,positive
100783,DS100,I found the course hard to follow. I never understood the modelling week. Recordings appeared a few days late.,negative
100786,DS100,Overall the module was very well organised. The worked examples helped a lot. Recordings appeared a few days late.,positive
100787,DS100,Teaching on this course was far too fast. The pace was not right for me. The reading list was long.,negative
100788,DS100,The lectures were clear. The capstone was the best part. Assessment deadlines clustered in week 10.,positive
100789,DS100,The material was clear. I would recommend it to next year's cohort. Attendance was taken every week.,positive
100790,DS100,Week to week the course felt poorly organised. I struggled to keep up after week 6. The reading list was long.,negative
100791,DS100,The lectures were clear and well paced. The pace was about right for me. The dataset used in labs was helpful.,positive
100794,DS100,The material was not well structured. I struggled to keep up after week 6. Assessment deadlines clustered in week 10.,negative
100795,DS100,The lab sessions were genuinely excellent. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100796,DS100,Overall the module was not well structured. The statistics section needed more time. The dataset used in labs was helpful.,negative
100797,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100800,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100802,DS100,Teaching on this course was really engaging. The pace was about right for me. Attendance was taken every week.,positive
100803,DS100,Overall the module was not clear at all. The pace was not right for me. The module ran on Tuesday mornings.,negative
100804,DS100,I found the course clear and well paced. Feedback on assignments was fast and useful. Attendance was taken every week.,positive
100807,DS100,Teaching on this course was the best this term. Feedback on assignments was fast and useful. Attendance was taken every week.,negative
100808,DS100,Week to week the course felt poorly organised. I never understood the modelling week. The reading list was long.,negative
100810,DS100,I found the course not clear at all. The statistics section needed more time. The module ran on Tuesday mornings.,negative
100811,DS100,Week to week the course felt not clear at all. I never understood the modelling week. Recordings appeared a few days late.,negative
100812,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100813,DS100,Overall the module was clear and well paced. The pace was about right for me. The reading list was long.,positive
100815,DS100,Week to week the course felt well structured. The capstone was the best part. Rooms were sometimes too small.,positive
100816,DS100,I found the course well structured. Feedback on assignments was fast and useful. The reading list was long.,positive
100817,DS100,Week to week the course felt rushed at the end. I never understood the modelling week. Assessment deadlines clustered in week 10.,negative
100818,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100819,DS100,Overall the module was not clear at all. I never understood the modelling week. The dataset used in labs was helpful.,negative
100820,DS100,I found the course clear. The pace was about right for me. The dataset used in labs was helpful.,positive
100821,DS100,I found the course the best this term. The capstone was the best part. The dataset used in labs was helpful.,positive
100822,DS100,Overall the module was poorly organised. More worked examples would help. Rooms were sometimes too small.,negative
100824,DS100,The material was not well structured. More worked examples would help. Recordings appeared a few days late.,negative
100825,DS100,Teaching on this course was genuinely excellent. The capstone was the best part. The module ran on Tuesday mornings.,negative
100827,DS100,The material was not clear at all. The statistics section needed more time. Rooms were sometimes too small.,negative
100828,DS100,I found the course hard to follow. The statistics section needed more time. The reading list was long.,negative
100829,DS100,Overall the module was not well structured. The statistics section needed more time. The module ran on Tuesday mornings.,negative
100831,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100832,DS100,"Well organised, though I struggled to keep up after week 6. The worked examples helped a lot.",positive
100833,DS100,The lab sessions were the best this term. The worked examples helped a lot. Attendance was taken every week.,positive
100834,DS100,Teaching on this course was really engaging. Feedback on assignments was fast and useful. Attendance was taken every week.,positive
100835,DS100,The lectures were disconnected from the labs. The statistics section needed more time. The dataset used in labs was helpful.,negative
100836,DS100,The lab sessions were clear. Feedback on assignments was fast and useful. Attendance was taken every week.,positive
100837,DS100,The lectures were not clear at all. I never understood the modelling week. Recordings appeared a few days late.,positive
100839,DS100,The lectures were really engaging. The capstone was the best part. The dataset used in labs was helpful.,positive
100840,DS100,The material was well structured. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100842,DS100,I found the course poorly organised. More worked examples would help. The dataset used in labs was helpful.,negative
100845,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100849,DS100,Teaching on this course was very well organised. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100851,DS100,I found the course very well organised. The pace was about right for me. Rooms were sometimes too small.,positive
100852,DS100,The lectures were rushed at the end. I struggled to keep up after week 6. Attendance was taken every week.,negative
100854,DS100,The lab sessions were not clear at all. I struggled to keep up after week 6. The module ran on Tuesday mornings.,negative
100856,DS100,Week to week the course felt clear and well paced. Feedback on assignments was fast and useful. The reading list was long.,positive
100857,DS100,I found the course really engaging. The pace was about right for me. Recordings appeared a few days late.,positive
100860,DS100,I found the course genuinely excellent. Feedback on assignments was fast and useful. Assessment deadlines clustered in week 10.,negative
100863,DS100,The lectures were genuinely excellent. The worked examples helped a lot. Assessment deadlines clustered in week 10.,positive
100865,DS100,The material was really engaging. I would recommend it to next year's cohort. The dataset used in labs was helpful.,positive
100866,DS100,Teaching on this course was very well organised. The worked examples helped a lot. The module ran on Tuesday mornings.,positive
100867,DS100,Overall the module was disconnected from the labs. More worked examples would help. Rooms were sometimes too small.,negative
100868,DS100,Week to week the course felt poorly organised. I never understood the modelling week. Attendance was taken every week.,negative
100869,DS100,The material was clear and well paced. The capstone was the best part. The dataset used in labs was helpful.,positive
100870,DS100,Overall the module was rushed at the end. The statistics section needed more time. The module ran on Tuesday mornings.,positive
100873,DS100,I found the course far too fast. The pace was not right for me. Attendance was taken every week.,negative
100874,DS100,Teaching on this course was really engaging. The pace was about right for me. Attendance was taken every week.,positive
100875,DS100,I found the course the best this term. Feedback on assignments was fast and useful. The module ran on Tuesday mornings.,positive
100876,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100877,DS100,Teaching on this course was well structured. The pace was about right for me. Recordings appeared a few days late.,negative
100878,DS100,The lectures were really engaging. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100879,DS100,Overall the module was really engaging. Feedback on assignments was fast and useful. Rooms were sometimes too small.,positive
100881,DS100,Overall the module was rushed at the end. The pace was not right for me. Rooms were sometimes too small.,negative
100882,DS100,Overall the module was far too fast. More worked examples would help. Attendance was taken every week.,negative
100883,DS100,The lectures were disconnected from the labs. More worked examples would help. The dataset used in labs was helpful.,negative
100884,DS100,Teaching on this course was rushed at the end. I never understood the modelling week. Attendance was taken every week.,negative
100885,DS100,The material was far too fast. I struggled to keep up after week 6. Recordings appeared a few days late.,negative
100888,DS100,Week to week the course felt clear and well paced. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100890,DS100,The lectures were poorly organised. The pace was not right for me. The module ran on Tuesday mornings.,negative
100894,DS100,Teaching on this course was rushed at the end. The pace was not right for me. Recordings appeared a few days late.,negative
100900,DS100,The material was really engaging. The pace was about right for me. Attendance was taken every week.,negative
100903,DS100,Week to week the course felt genuinely excellent. The worked examples helped a lot. The reading list was long.,positive
100906,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
100909,DS100,Week to week the course felt disconnected from the labs. I struggled to keep up after week 6. Recordings appeared a few days late.,negative
100912,DS100,The lab sessions were clear. The capstone was the best part. The module ran on Tuesday mornings.,positive
100914,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100915,DS100,Week to week the course felt disconnected from the labs. The statistics section needed more time. Rooms were sometimes too small.,negative
100916,DS100,The lab sessions were poorly organised. I struggled to keep up after week 6. The dataset used in labs was helpful.,negative
100918,DS100,The best part was the capstone. Everything before it was hard to follow.,negative
100920,DS100,Teaching on this course was not clear at all. The statistics section needed more time. The module ran on Tuesday mornings.,negative
100921,DS100,I found the course hard to follow. The pace was not right for me. Assessment deadlines clustered in week 10.,negative
100923,DS100,The lectures were very well organised. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100924,DS100,The material was well structured. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
100928,DS100,Overall the module was not well structured. More worked examples would help. Assessment deadlines clustered in week 10.,negative
100939,DS100,The lectures were clear. The worked examples helped a lot. Assessment deadlines clustered in week 10.,positive
100940,DS100,I found the course not well structured. The pace was not right for me. The reading list was long.,negative
100941,DS100,The lab sessions were well structured. The capstone was the best part. The reading list was long.,positive
100942,DS100,The material was hard to follow. The statistics section needed more time. The dataset used in labs was helpful.,negative
100943,DS100,The lab sessions were disconnected from the labs. The statistics section needed more time. Attendance was taken every week.,negative
100944,DS100,I found the course very well organised. The pace was about right for me. The dataset used in labs was helpful.,positive
100945,DS100,"Well organised, though I struggled to keep up after week 6. The worked examples helped a lot.",positive
100946,DS100,The lectures were clear. Feedback on assignments was fast and useful. The reading list was long.,positive
100947,DS100,Overall the module was clear. The worked examples helped a lot. Attendance was taken every week.,positive
100950,DS100,The lab sessions were really engaging. The worked examples helped a lot. The dataset used in labs was helpful.,positive
100951,DS100,I found the course poorly organised. The statistics section needed more time. The dataset used in labs was helpful.,negative
100952,DS100,The material was clear and well paced. I would recommend it to next year's cohort. The dataset used in labs was helpful.,positive
100954,DS100,The lectures were hard to follow. The pace was not right for me. The dataset used in labs was helpful.,negative
100955,DS100,Week to week the course felt disconnected from the labs. I struggled to keep up after week 6. The module ran on Tuesday mornings.,negative
100956,DS100,The lab sessions were far too fast. I struggled to keep up after week 6. Attendance was taken every week.,negative
100960,DS100,Overall the module was clear and well paced. Feedback on assignments was fast and useful. The dataset used in labs was helpful.,positive
100961,DS100,The material was genuinely excellent. The pace was about right for me. The module ran on Tuesday mornings.,negative
100962,DS100,I found the course really engaging. The capstone was the best part. Recordings appeared a few days late.,positive
100963,DS100,The material was poorly organised. I struggled to keep up after week 6. Recordings appeared a few days late.,negative
100964,DS100,I found the course well structured. The worked examples helped a lot. The reading list was long.,positive
100965,DS100,Teaching on this course was genuinely excellent. The capstone was the best part. Recordings appeared a few days late.,positive
100967,DS100,The material was far too fast. The pace was not right for me. Attendance was taken every week.,negative
100968,DS100,Overall the module was clear and well paced. The worked examples helped a lot. Assessment deadlines clustered in week 10.,negative
100970,DS100,The lab sessions were hard to follow. More worked examples would help. The module ran on Tuesday mornings.,negative
100971,DS100,The material was rushed at the end. The statistics section needed more time. The reading list was long.,positive
100974,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
100975,DS100,I found the course clear and well paced. I would recommend it to next year's cohort. The dataset used in labs was helpful.,negative
100978,DS100,I found the course disconnected from the labs. The statistics section needed more time. The dataset used in labs was helpful.,positive
100979,DS100,The lab sessions were clear. The pace was about right for me. Recordings appeared a few days late.,positive
100981,DS100,The material was not well structured. I struggled to keep up after week 6. Rooms were sometimes too small.,negative
100982,DS100,The lab sessions were clear and well paced. The worked examples helped a lot. Rooms were sometimes too small.,positive
100983,DS100,The material was well structured. Feedback on assignments was fast and useful. Assessment deadlines clustered in week 10.,positive
100984,DS100,Teaching on this course was really engaging. Feedback on assignments was fast and useful. Recordings appeared a few days late.,positive
100987,DS100,Overall the module was far too fast. I never understood the modelling week. The module ran on Tuesday mornings.,negative
100988,DS100,Overall the module was clear and well paced. I would recommend it to next year's cohort. Attendance was taken every week.,positive
100989,DS100,The material was clear. The capstone was the best part. The reading list was long.,positive
100992,DS100,The lab sessions were not well structured. I struggled to keep up after week 6. The module ran on Tuesday mornings.,positive
100993,DS100,Week to week the course felt hard to follow. More worked examples would help. Assessment deadlines clustered in week 10.,negative
100995,DS100,"Engaging material, but not enough time on the statistics section. I never understood the modelling week.",negative
100997,DS100,The lectures were far too fast. More worked examples would help. The module ran on Tuesday mornings.,negative
100998,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
101000,DS100,Overall the module was well structured. I would recommend it to next year's cohort. The dataset used in labs was helpful.,positive
101002,DS100,The lectures were hard to follow. The pace was not right for me. The reading list was long.,negative
101003,DS100,Overall the module was genuinely excellent. The worked examples helped a lot. The reading list was long.,positive
101005,DS100,The lectures were far too fast. I never understood the modelling week. The reading list was long.,negative
101006,DS100,"Well organised, though I struggled to keep up after week 6. The worked examples helped a lot.",positive
101007,DS100,The lectures were the best this term. The capstone was the best part. The module ran on Tuesday mornings.,negative
101008,DS100,Teaching on this course was really engaging. The capstone was the best part. Recordings appeared a few days late.,positive
101009,DS100,Week to week the course felt disconnected from the labs. I struggled to keep up after week 6. Attendance was taken every week.,negative
101011,DS100,The lab sessions were really engaging. The capstone was the best part. The reading list was long.,positive
101012,DS100,Overall the module was well structured. The pace was about right for me. Assessment deadlines clustered in week 10.,negative
101013,DS100,The lectures were the best this term. I would recommend it to next year's cohort. Attendance was taken every week.,positive
101014,DS100,I found the course not clear at all. The pace was not right for me. The dataset used in labs was helpful.,negative
101015,DS100,"Not clear at all in week 1, but it became well structured later on.",positive
101017,DS100,Week to week the course felt not well structured. More worked examples would help. The dataset used in labs was helpful.,negative
101018,DS100,I found the course very well organised. The pace was about right for me. The reading list was long.,positive
101021,DS100,The lectures were clear but the labs were rushed at the end. I would still recommend it.,positive
101022,DS100,The material was clear and well paced. I would recommend it to next year's cohort. The module ran on Tuesday mornings.,positive
101023,DS100,Overall the module was not well structured. I never understood the modelling week. The dataset used in labs was helpful.,negative
101026,DS100,The lectures were genuinely excellent. The capstone was the best part. Assessment deadlines clustered in week 10.,positive
101027,DS100,Overall the module was the best this term. The worked examples helped a lot. Rooms were sometimes too small.,positive
101029,DS100,The material was poorly organised. The pace was not right for me. Attendance was taken every week.,negative
101030,DS100,Week to week the course felt well structured. The capstone was the best part. The dataset used in labs was helpful.,positive
101032,DS100,Week to week the course felt poorly organised. I struggled to keep up after week 6. Recordings appeared a few days late.,positive
101033,DS100,Teaching on this course was far too fast. I never understood the modelling week. Recordings appeared a few days late.,negative
101034,DS100,The material was really engaging. Feedback on assignments was fast and useful. The dataset used in labs was helpful.,positive
101035,DS100,The lectures were clear and well paced. The worked examples helped a lot. Rooms were sometimes too small.,positive
101037,DS100,I found the course genuinely excellent. Feedback on assignments was fast and useful. The dataset used in labs was helpful.,positive
101038,DS100,Teaching on this course was rushed at the end. I struggled to keep up after week 6. The dataset used in labs was helpful.,negative
